A	PRE_a
lui	PROper_il|loi
meisme	ADJind_möisme
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
Auquel	PRE.PROrel_Auquel
de	PRE_de
ii	ETR_je
il	PROper_il
aidera	VERcjg_aidier
Il	PROper_UNKNOWN
dist	VERcjg_dire
c	NOMcom_ce|que
au	PRE.DETdef_a+le|le
lion	NOMcom_löon
secourra	VERcjg_secorre
Car	CONcoo_Car
a	PRE_a
vrinmeus	ADJqua_vrinmeus
n	PROadv_en
a	VERcjg_avoir
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
li	PROper_le
meisme	ADJind_meisme|möisme
se	PROper_se
conselle	VERcjg_conseillier|consellier
Alquel	NOMpro_Alquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
Et	CONcoo_avoir
dist	VERcjg_dire
au	PRE.DETdef_a+le|le
lion	NOMcom_löon
se	PROper_se
tendra	VERcjg_tenir
Qu	PROrel_Qu
a	VERcjg_a
venimeus	ADJqua_venimos
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
l	PROper_il
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
lui	PROper_il|loi
meismes	ADJind_möismes
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
Auquel	PRE.PROrel_Auquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
aidera	VERcjg_aidier
De	PRE_UNKNOWN
la	DETdef_le
part	NOMcom_part
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
sera	VERcjg_estre
Qu	PROrel_Qu
a	PRE_a
nul	DETind_nul
mauves	NOMcom_mauvais
ne	CONcoo_ni
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
on	PROind_on
fere	VERinf_faire|ferir
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
soi	PROper_soi
meismes	ADJind_möismes
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
Auquel	PRE.PROrel_Auquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
Lors	ADVgen_Lors
dit	VERppe_dire
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
le	PROper_il
fera	VERcjg_faire
C	PROcar_C
a	PRE_a
venimeus	ADJqua_venimos
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
l	PROper_il
en	PRE_en
fere	VERinf_faire|ferir
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
soi	PROper_soi
meisme	ADJind_möisme
se	PROper_se
conselle	VERcjg_conseillier|consellier
Alquel	NOMpro_Alquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
Lors	ADVgen_Lors
dist	VERcjg_dire
c	NOMcom_ce|que
al	PRE.DETdef_a+le|le
lion	NOMcom_löon
secolra	VERcjg_secolra
C	PROcar_C
a	PRE_a
venimex	NOMcom_venimex
ne	CONcoo_ni
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
lui	PROper_il|loi
meisme	ADJind_möisme
se	CONsub_se
consele	NOMcom_consule
As	VERcjg_avoir
ques	PROrel.PROper_quel
des	PRE.DETdef_de+le|le
dex	ADJcar_dieu
il	PROper_il
aidera	VERcjg_aidier
Dist	VERcjg_dire
que	CONsub_que
le	DETdef_le
lion	NOMcom_löon
secoura	VERcjg_secoura
Qu	PROrel_Qu
as	VERcjg_a+le|le
venimeus	ADJqua_venimos
ne	CONcoo_ni
as	PRE.DETdef_a+le|le
felons	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
lui	PROper_il|loi
meismes	ADJind_möismes
se	PROper_se
conselle	VERcjg_conseillier|consellier
Auquel	PRE.PROrel_Auquel
des	PRE.DETdef_de+le|le
ii	NOMcom_i
il	PROper_il
aidera	VERcjg_aidier
Et	CONcoo_avoir
dit	VERcjg_dire
q	VERppe_que
au	PRE.DETdef_a+le|le
leon	NOMcom_löon
secorra	VERcjg_secorre
Q	VERppe_q
a	PRE_a
venimeus	ADJqua_venimos
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
l	PROper_il
en	PRE_en
fere	VERinf_faire|ferir
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
lui	PROper_il|loi
meismes	ADJind_möismes
se	PROper_se
conseille	VERcjg_conseilier|conseiller|conseillier
Auquel	PRE.PROrel_Auquel
des	PRE.DETdef_de+le|le
deuz	NOMcom_deus
il	PROper_il
aidera	VERcjg_aidier
Lor	DETpos_Lor
dist	VERcjg_dire
c	NOMcom_ce|que
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
aidera	VERcjg_aidier
Qu	PROrel_Qu
a	VERcjg_a
enuious	VERppe_enoios
et	CONcoo_et
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
on	PROind_on
faire	VERinf_faire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
A	PRE_a
lui	PROper_il|loi
meismes	ADJind_möismes
se	PROper_se
consoille	VERcjg_conseillier
Auquel	PRE.PROrel_Auquel
d	PRE_de
aus	PROper_il
ii	VERinf_i
il	PROper_il
aidera	VERcjg_aidier
Lors	ADVgen_Lors
dit	VERppe_dire
qu	NOMcom_que
au	PRE.DETdef_a+le|le
lyon	NOMcom_löon
se	PROper_se
tanra	VERcjg_tenir
Qu	PROrel_Qu
a	VERcjg_a
venimeus	ADJqua_venimos
ne	CONcoo_ni
a	PRE_a
felon	NOMcom_felon
Ne	ADVneg_naistre|nasquir
doit	VERcjg_devoir|dire
an	PRE_en
feire	VERinf_faire|feire
se	CONsub_se
mal	ADJqua_mal
non	NOMcom_nom
